link;named_entity1;named_entity2;named_entity3;named_entity4;named_entity5;named_entity6;named_entity7;named_entity8;named_entity9;named_entity10;named_entity11;named_entity12;named_entity13;named_entity14;named_entity15;named_entity16;named_entity17;named_entity18;named_entity19;named_entity20;named_entity21
https://www.britishmuseum.org/collection/object/P_Qq-6I-6;King Ptolemy;artist;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-223;St Catherine;St Sebastian;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-42;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-133;beggar;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-4-47;Christ;Virgin;St Catherine;St Apollonia;St Margaret of Antioch;dragon;putto;St Margaret;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-1-57;Julius Caesar;senators;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-101;St Thomas;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-19;bride;Fides (Faith);Spes (Hope);virtue;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-203;St Eustace;deer;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-6;Charles II of Spain;horse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-1-13;St Thomas;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-29;bride;Holy Trinity;angel;Moses;Joshua;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-43;St James the Less;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-350;St Philip;onlooker;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-77;Virgin Mary;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-9;bride;Castigatio (Correction);Timor Dei (Fear of God);Justice;Confessio (Confession);Poenitentia (Penitence);Satisfactio (Reparation);;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-105;Jude (OT);Tamar;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-30;woman;child;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-5;apostle;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-199;Christ;St Mary Magdalene;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-80;St Agnes;lamb;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-104;peasant;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-216;St Ursula;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-80;St Simon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-198;Christ;apostle;angel;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-162;Arsames;King;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-169;Virgin;Christ;St Joseph;donkey;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-41;Ruben, Patriarch of Israel;bull;goat;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-1;Abraham Bloemaert;Painting (or Design);Genius (or Fame);;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-223;Elijah;double-headed eagle;man;Jonah;Obdadiah;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-65;figure;woman;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-142;Shunammite woman;Elisha;donkey;husband;servant;woman;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-130;Adam;Eve;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-262;land owner;servant;servant;accountant;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-194;Daniel;Belshazzar;attendant;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-76;maiden;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-123;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-81;pin-makers;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-202;St Bartholomew;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-184;Judith;Holofernes;servant;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-179;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-165;angel;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1937-0802-1-22;child;woman;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-3-196;Philipp Melanchthon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-124;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-152;couple;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-4;Virgin;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-11;people;animal;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-21;Christ;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-212;Christ;St Mary Magdalene;people;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-146;man;people;woman;child;man;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-182;Icarus;peasant boy;Daedalus;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-77;stonemason;stonemason;gentleman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-201;Christ;angel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-181;Christ;disciple;Judas Iscariot;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-33;Salome;St John the Baptist;Herod;Herodias;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-114;St Cecilia;angel;St Paul;St John the Evangelist;St Augustine;St Mary Magdalene;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-138;Gabriel;Virgin;dove;cat;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-197;St Veronica;St Peter;St Paul;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-64;Juno;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-31;woman;child;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-226;Faith;putto;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-50;Charles de Longueval;angel;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-39;Virgin;Christ;St Catherine;St John the Baptist;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-42;Hagar;angel;Ishmael;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-58;Oil maker;woman;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-111;Oronce Finé;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-3-263;Hesperides;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-137;Christ;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-43-9;Friedrich Wilhelm;horse;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-101;shepherd;dog;flock;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-149;man;porter;prisoner;Christ;rat;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-172;Ezra;Uriel;God the Father;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-5-143;Thomas Tresham;Christ;cock;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-238;couple;lute player;guest;jester;gentleman;companion;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-15;Solomon;woman;crowd;idol;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-363;St Philip;Ethiopian eunuch;entourage;figure;angel;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-1-120;angel;Abraham;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-377;angel;figure;king;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-2-107;St Dominic;Pope Honorius III;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-1-295-;William I (The Silent), Prince of Orange;guard;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-74;man;woman;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-49;glue maker;glue maker;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-192;Christ;Herod;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-36;helper;Chandler;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-58;man;woman;wolf;jester;couple;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-134;St Francis of Assisi;acolytes;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-282;servant;king;figure;dog;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-110;Virgin;Christ;St Elizabeth;St John the Baptist;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-231;Virgin;Christ;cow;donkey;shepherd;angel;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-186;Christ;Simon of Cyrene;Virgin;St John the Evangelist;people;soldier;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-1-62;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-61;Virgin;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-35;Music instrument maker;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-74;St Jerome;lion;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-199;Virgin;St John the Evangelist;Christ;St Mary Magdalene;holy woman;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6K-12;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-116;couple;animal;shepherd;Abraham;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-2-177;Jean de Beck;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-179;Adam;Eve;lion;bull;boar;serpent;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1983-U-2381-5;Henry II;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-55;Joseph (Son of Jacob);Pharaoh;entourage;cow;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-94;Gideon;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-165;Ahasuerus (Xerxes);Esther;servant;horse;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-71-69;Christian, Margrave of Brandenburg-Bayreuth;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-40;cooper;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-318;Christ;St Peter;apostle;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-35;St Francis;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-145;Mary;Christ;St Joseph;donkey;putto;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-195;Christ;Annas;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-97;Giovanni de' Medici;Francis I;soldier;entourage;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-210;St Simon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-77-21;Portrait bust;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-10;bride;Poenitentia (Penitence);Satisfactio (Reparation);Confessio (Confession);Timor Dei (Fear of God);Justice;Castigatio (Correction);;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-61;angel;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-383;winged woman;dragon;child;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-7;Adonis;woman;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-71;Centaurus;goat;hare;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-53;Jeremiah;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-133;King Jeroboam;calf;man;priest;crowd;people;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-9-89;Religion;Heresy;snake;students;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-61;Virgin;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-30;animal;Noah;family;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-54;blind man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-44;Pilate;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-196;St James the Great;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-9;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-43;Levi;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-203;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-8;Christ;Virgin;St Mary Magdalene;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-6;Virgin;apostle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-52-;woman;midwife;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-2-32;Matthias I, Holy Roman Emperor;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-15;Pope;St Peter;Innocent IX;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-210;Antiochus;soldier;Jewish;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-129;horseman;stag;lancemen;horn-blower;dog;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-166;Virgin;Christ;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-295;Christ;apostle;St Matthew;tax collector;tax collector;sinners;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-18;Noah;Ham;Shem;Japeth;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-9;Virgin;Gabriel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-1-135;Christ;Virgin;St John the Baptist;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-3;Christ;ministers;woman;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-25;Copper founder;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-61;Pasty baker;apprentice;peacock;woman;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-178;figure;animal;peacock;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-20;doctor;man;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-163;Darius III;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-41;Holy Trinity;saint;apostle;Virgin;Christ;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-42;Cadmus;companion;water-dragon;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-166;Ahasuerus (Xerxes);putto;soldier;Haman;Esther;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-359;Virgin;apostle; Holy Spirit;dove;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-13;Potiphar's wife;valet;Joseph (Son of Jacob);servant;Potiphar;man;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-155;Darius I;man;horse;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-209;St Simon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-240;couple;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-57;Christ;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-336;Christ;man;woman;demon;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-72;boy;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-194;Christ;soldier;Pilate;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-103;Samson;Philistine soldier;ass;soldier;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-142;priest;family;child;soldier;captive;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-391;angel;Satan;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1983-U-2381-2;William II;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Gg-6-2-1;putto;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-171;Job;friend;shepherd;Job's wife;livestock;figure;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-52;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-154;shepherd;cow;donkey;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-38;Christ;apostle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-3-122;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-63;male;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1983-U-2381-12;Richard II;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-12;St Peter;St John the Evangelist;St Philip;baptised at Samaria;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-2-80;St Francis of Assisi;angel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-133;St Paul;viper;saint;soldier;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-145;Athaliah;progeny;soldier;child;woman;child;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-47;woman;putto;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-15;Embroiderer;figure;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-51;St Simon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-78;male;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-211;Emperor Justinian;horse;monk;silkworm;entourage;dog;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-57;Scipio;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-161;Artaxerxes III;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-7;Michelangelo;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-115;putto;Melancholia;dog;bat;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-205;Justice;shepherd;bull;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-4-40;St Barbara;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-210;Paulus Merula;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-3-57;St Catherine of Siena;saint;devil;woman;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-124;black woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-357;St Matthias;figure;saint;onlooker;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-1-14; Pietro Aretino;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-82;Daniel;Susanna;guard;elders;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-75;winged female figure;putto;owl;mouse;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-45;Zebulun;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-238;soldier;woman;child;mother;child;Herod;man;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-38;St Jerome;lion;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-191;Daniel;Susanna;crowd;elders;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-249;land owner;boy;harvesters;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-74;Christ;Simon the Pharisee;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-178;Christ;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-12;Virgin;Christ;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-175;Adam;Eve;serpent;cat;elk;ox;hare;parrot;mouse;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-52;Hermaphroditus;Salmacis;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-167;Adam;Eve;serpent;dog;cat;goat;parrot;bird of paradise;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-131;Lazarus;dog;rich man;servant;servant;boy;monkey;;;;;;;;;;;;;;
